order_id,customer_id,order_date,category,product_name,unit_price,quantity,discount_pct,gross_amount,shipping_cost,net_revenue,marketing_channel,payment_method,region,customer_segment,returned,review_score,has_review
ORD106479,CUST00454,2024-10-16,Toys & Games,Plush Toy,31.67,1,20,31.67,7.57,25.34,Direct,Credit Card,Europe,New,False,3.0,True
ORD109178,CUST01068,2024-04-06,Sports & Outdoors,Camping Tent,87.85,1,15,87.85,8.15,74.67,Paid Search,Gift Card,North America,Returning,False,5.0,True
ORD102600,CUST01382,2023-09-03,Toys & Games,Board Game,39.38,1,5,39.38,7.19,37.41,Social Media,Debit Card,Asia Pacific,New,False,1.0,True
ORD110200,CUST04128,2023-09-19,Toys & Games,Board Game,34.62,2,10,69.24,10.67,62.32,Paid Search,Credit Card,Asia Pacific,Returning,False,,False
ORD114839,CUST03856,2023-10-21,Toys & Games,Plush Toy,13.97,1,0,13.97,7.31,13.97,Paid Search,Credit Card,Europe,New,False,3.0,True
ORD117679,CUST03274,2023-03-04,Sports & Outdoors,Resistance Bands,87.3,1,5,87.3,7.25,82.93,Social Media,Credit Card,North America,VIP,False,4.0,True
ORD115822,CUST03810,2024-05-05,Apparel,Rain Jacket,73.8,1,10,73.8,9.56,66.42,Organic Search,Buy Now Pay Later,North America,Returning,True,,False
ORD114646,CUST02853,2023-12-25,Toys & Games,Board Game,8.89,2,5,17.78,6.57,16.89,Referral,Credit Card,Europe,VIP,False,,False
ORD111195,CUST00113,2024-12-20,Home & Kitchen,Storage Bins,32.51,3,20,97.53,8.82,78.02,Email,Credit Card,North America,Returning,False,4.0,True
ORD100485,CUST01657,2024-04-23,Electronics,Bluetooth Speaker,96.09,1,5,96.09,3.8,91.29,Paid Search,Debit Card,Europe,New,False,3.0,True
ORD113569,CUST04037,2024-12-04,Apparel,Yoga Pants,53.92,1,5,53.92,7.29,51.22,Social Media,Gift Card,Latin America,New,False,4.0,True
ORD112187,CUST04187,2024-10-01,Toys & Games,RC Car,37.35,1,0,37.35,9.37,37.35,Email,Credit Card,Europe,New,False,,False
ORD112850,CUST03842,2023-03-24,Sports & Outdoors,Water Bottle,45.22,1,15,45.22,10.56,38.44,Social Media,Debit Card,North America,VIP,False,5.0,True
ORD111022,CUST00590,2024-05-31,Electronics,USB-C Hub,187.44,1,15,187.44,9.87,159.32,Paid Search,PayPal,North America,New,False,2.0,True
ORD116325,CUST00331,2024-12-31,Beauty & Personal Care,Hair Dryer,22.93,2,5,45.86,7.04,43.57,Organic Search,Credit Card,North America,New,False,2.0,True
ORD113603,CUST01733,2023-08-03,Sports & Outdoors,Hiking Backpack,79.69,1,15,79.69,7.25,67.74,Social Media,Credit Card,North America,VIP,False,2.0,True
ORD109048,CUST00971,2024-09-23,Sports & Outdoors,Water Bottle,144.34,1,5,144.34,4.66,137.12,Social Media,PayPal,North America,Returning,False,5.0,True
ORD107734,CUST03521,2023-12-25,Apparel,Yoga Pants,75.02,2,0,150.04,4.03,150.04,Paid Search,PayPal,North America,New,False,5.0,True
ORD112182,CUST03933,2024-11-01,Sports & Outdoors,Water Bottle,80.54,1,15,80.54,7.31,68.46,Referral,Credit Card,Europe,Returning,False,,False
ORD110844,CUST03783,2023-10-06,Office Supplies,Ergonomic Chair,61.58,1,0,61.58,2.58,61.58,Referral,Credit Card,North America,New,False,3.0,True
ORD110589,CUST03289,2024-10-05,Office Supplies,Whiteboard,179.41,4,15,717.64,11.53,609.99,Email,Credit Card,North America,VIP,False,,False
ORD115000,CUST04170,2024-11-03,Apparel,Wool Sweater,79.26,2,0,158.52,7.29,158.52,Organic Search,Debit Card,Latin America,New,False,2.0,True
ORD117791,CUST02163,2024-06-05,Home & Kitchen,Air Fryer,53.08,1,5,53.08,7.48,50.43,Organic Search,Credit Card,Middle East & Africa,Returning,False,,False
ORD105419,CUST04157,2024-05-24,Office Supplies,Ergonomic Chair,113.16,4,10,452.64,9.72,407.38,Organic Search,Debit Card,North America,New,False,2.0,True
ORD111710,CUST03862,2023-10-13,Office Supplies,Whiteboard,11.58,1,0,11.58,7.19,11.58,Social Media,Debit Card,Asia Pacific,New,False,1.0,True
ORD105248,CUST00204,2023-11-15,Sports & Outdoors,Water Bottle,59.34,1,5,59.34,7.19,56.37,Organic Search,Credit Card,Asia Pacific,VIP,False,,False
ORD102139,CUST03557,2024-11-15,Home & Kitchen,Air Fryer,42.39,4,10,169.56,8.15,152.6,Email,PayPal,Asia Pacific,New,False,,False
ORD113823,CUST02453,2023-12-08,Office Supplies,Wireless Mouse,162.62,1,10,162.62,9.79,146.36,Organic Search,Buy Now Pay Later,Asia Pacific,Unknown,False,2.0,True
ORD111701,CUST01332,2024-11-17,Home & Kitchen,Storage Bins,96.79,1,0,96.79,2.78,96.79,Email,Gift Card,Asia Pacific,VIP,False,,False
ORD106740,CUST03960,2023-05-11,Beauty & Personal Care,Face Serum,20.63,2,0,41.26,2.95,41.26,Organic Search,PayPal,Europe,Returning,False,5.0,True
ORD116780,CUST03775,2024-07-22,Home & Kitchen,Storage Bins,111.84,1,30,111.84,10.35,78.29,Organic Search,PayPal,North America,Returning,False,5.0,True
ORD110967,CUST00392,2024-07-01,Electronics,Laptop Stand,146.54,2,20,293.08,4.77,234.46,Social Media,PayPal,North America,VIP,False,2.0,True
ORD101458,CUST03916,2024-11-28,Sports & Outdoors,Water Bottle,67.89,1,20,67.89,9.57,54.31,Paid Search,Credit Card,North America,Returning,False,4.0,True
ORD104036,CUST00947,2024-07-26,Apparel,Graphic Tee,51.39,1,0,51.39,3.01,51.39,Social Media,Credit Card,Europe,New,False,,False
ORD116408,CUST03870,2024-10-15,Apparel,Wool Sweater,86.21,3,0,258.63,5.1,258.63,Paid Search,Credit Card,North America,New,False,,False
ORD114373,CUST02179,2024-05-02,Office Supplies,Whiteboard,208.61,1,10,208.61,7.75,187.75,Social Media,PayPal,North America,VIP,False,,False
ORD114608,CUST02102,2023-12-28,Toys & Games,Puzzle 1000pc,10.76,1,15,10.76,7.31,9.15,Paid Search,Credit Card,Europe,Returning,False,5.0,True
ORD103588,CUST00851,2023-10-25,Electronics,Phone Case,81.23,1,5,81.23,7.19,77.17,Organic Search,Credit Card,Asia Pacific,Returning,False,4.0,True
ORD109143,CUST02318,2024-11-21,Apparel,Running Shoes,34.92,1,0,34.92,7.58,34.92,Social Media,PayPal,North America,VIP,False,5.0,True
ORD105025,CUST02060,2024-03-18,Home & Kitchen,Throw Blanket,163.27,1,15,163.27,5.76,138.78,Organic Search,Credit Card,North America,Returning,False,,False
ORD100483,CUST01970,2024-03-19,Office Supplies,Notebook Set,222.16,4,5,888.64,4.62,844.21,Organic Search,Credit Card,North America,New,False,3.0,True
ORD101389,CUST01244,2024-01-25,Beauty & Personal Care,Makeup Palette,44.35,4,15,177.4,7.75,150.79,Paid Search,Credit Card,Europe,New,False,,False
ORD104332,CUST01345,2024-07-07,Office Supplies,Ergonomic Chair,69.93,2,15,139.86,8.77,118.88,Paid Search,Credit Card,North America,New,False,4.0,True
ORD101161,CUST01550,2024-11-18,Toys & Games,RC Car,50.8,1,0,50.8,3.7,50.8,Email,Credit Card,North America,VIP,False,5.0,True
ORD101892,CUST00300,2023-09-27,Home & Kitchen,Knife Set,155.92,1,0,155.92,9.04,155.92,Social Media,Debit Card,Latin America,New,False,,False
ORD103179,CUST04071,2023-12-25,Toys & Games,Plush Toy,30.28,1,25,30.28,4.23,22.71,Email,Credit Card,Europe,New,False,4.0,True
ORD102587,CUST02728,2024-05-26,Office Supplies,Ergonomic Chair,211.63,2,10,423.26,9.1,380.93,Email,Credit Card,Asia Pacific,Returning,False,,False
ORD100805,CUST03441,2024-09-30,Beauty & Personal Care,Hair Dryer,57.08,1,5,57.08,10.42,54.23,Direct,Buy Now Pay Later,Latin America,New,False,,False
ORD112342,CUST01390,2023-11-15,Home & Kitchen,Desk Lamp,177.83,4,0,711.32,9.95,711.32,Referral,Credit Card,Asia Pacific,Returning,False,,False
ORD103439,CUST03280,2023-10-20,Beauty & Personal Care,Makeup Palette,49.85,4,0,199.4,8.34,199.4,Social Media,Debit Card,Asia Pacific,Returning,False,,False
ORD109244,CUST02546,2024-02-14,Apparel,Wool Sweater,62.69,1,10,62.69,7.25,56.42,Direct,Debit Card,North America,New,False,,False
ORD112813,CUST00682,2024-04-03,Office Supplies,Notebook Set,252.79,1,0,252.79,11.97,252.79,Paid Search,Buy Now Pay Later,Asia Pacific,VIP,False,,False
ORD115900,CUST01615,2023-08-01,Apparel,Wool Sweater,27.08,1,0,27.08,5.74,27.08,Direct,Debit Card,Europe,Returning,False,3.0,True
ORD111089,CUST00838,2024-05-06,Toys & Games,Puzzle 1000pc,17.62,1,0,17.62,2.59,17.62,Email,Debit Card,North America,Returning,False,5.0,True
ORD100665,CUST00185,2024-11-24,Office Supplies,Ergonomic Chair,71.82,2,0,143.64,7.25,143.64,Organic Search,Credit Card,North America,Returning,False,2.0,True
ORD113019,CUST02833,2024-10-31,Home & Kitchen,Air Fryer,16.24,4,5,64.96,5.07,61.71,Referral,Credit Card,North America,New,False,,False
ORD116126,CUST03805,2023-12-14,Office Supplies,Ergonomic Chair,31.81,1,20,31.81,8.74,25.45,Referral,Debit Card,North America,New,False,,False
ORD116804,CUST01406,2024-08-14,Home & Kitchen,Coffee Maker,105.07,1,0,105.07,10.45,105.07,Email,PayPal,Europe,New,False,,False
ORD102015,CUST01477,2023-12-29,Toys & Games,Puzzle 1000pc,35.34,1,15,35.34,4.07,30.04,Social Media,Credit Card,North America,New,False,2.0,True
ORD116844,CUST03686,2024-03-12,Sports & Outdoors,Camping Tent,17.72,4,0,70.88,5.77,70.88,Paid Search,Buy Now Pay Later,North America,New,False,2.0,True
ORD108352,CUST01944,2024-09-08,Home & Kitchen,Throw Blanket,129.68,4,0,518.72,2.59,518.72,Paid Search,PayPal,Europe,New,True,1.0,True
ORD105001,CUST03024,2024-06-06,Apparel,Rain Jacket,67.9,4,30,271.6,6.13,190.12,Referral,Debit Card,Europe,Returning,False,3.0,True
ORD113135,CUST00071,2024-10-22,Apparel,Yoga Pants,16.62,1,15,16.62,7.31,14.13,Social Media,Credit Card,Europe,New,False,,False
ORD102293,CUST02627,2024-06-01,Home & Kitchen,Knife Set,154.36,2,0,308.72,5.1,308.72,Email,Credit Card,North America,Returning,False,4.0,True
ORD105786,CUST00493,2024-12-22,Apparel,Running Shoes,62.2,1,15,62.2,11.95,52.87,Organic Search,Credit Card,Europe,New,False,1.0,True
ORD106968,CUST00664,2024-01-12,Beauty & Personal Care,Electric Toothbrush,40.47,1,25,40.47,5.79,30.35,Direct,PayPal,Europe,New,False,5.0,True
ORD104362,CUST03486,2023-12-20,Sports & Outdoors,Camping Tent,79.02,1,0,79.02,2.67,79.02,Direct,Buy Now Pay Later,Asia Pacific,Returning,True,3.0,True
ORD100519,CUST00658,2024-01-02,Sports & Outdoors,Water Bottle,131.61,4,20,526.44,3.14,421.15,Social Media,Credit Card,Asia Pacific,Returning,False,1.0,True
ORD116684,CUST02674,2024-06-09,Beauty & Personal Care,Makeup Palette,40.9,2,10,81.8,7.31,73.62,Paid Search,Debit Card,Europe,Returning,True,,False
ORD107241,CUST04013,2024-07-06,Office Supplies,Ergonomic Chair,30.09,2,20,60.18,7.19,48.14,Social Media,Debit Card,Asia Pacific,New,False,1.0,True
ORD112513,CUST03661,2024-07-21,Office Supplies,Ergonomic Chair,178.95,1,0,178.95,5.18,178.95,Organic Search,Debit Card,North America,New,False,,False
ORD104979,CUST04152,2024-11-17,Home & Kitchen,Knife Set,76.82,1,30,76.82,2.89,53.77,Email,Credit Card,North America,New,False,5.0,True
ORD117638,CUST00671,2024-10-17,Home & Kitchen,Air Fryer,116.02,4,5,464.08,7.19,440.88,Organic Search,Credit Card,Asia Pacific,New,False,5.0,True
ORD106600,CUST03631,2023-06-17,Office Supplies,Wireless Mouse,90.18,4,20,360.72,4.36,288.58,Paid Search,Credit Card,North America,New,False,,False
ORD108627,CUST03962,2024-08-07,Toys & Games,Puzzle 1000pc,48.8,1,5,48.8,5.25,46.36,Direct,Credit Card,North America,Returning,False,,False
ORD102335,CUST01287,2024-08-21,Sports & Outdoors,Hiking Backpack,144.91,1,0,144.91,4.75,144.91,Organic Search,PayPal,Europe,New,False,1.0,True
ORD104649,CUST00224,2024-10-12,Apparel,Running Shoes,79.32,4,0,317.28,6.11,317.28,Direct,Credit Card,Europe,Returning,False,4.0,True
ORD100461,CUST03495,2024-04-03,Beauty & Personal Care,Makeup Palette,14.98,1,15,14.98,7.29,12.73,Social Media,Debit Card,Latin America,New,False,1.0,True
ORD116328,CUST02601,2023-10-03,Beauty & Personal Care,Makeup Palette,18.09,1,5,18.09,7.87,17.19,Organic Search,Credit Card,Europe,Returning,False,2.0,True
ORD111229,CUST02186,2024-05-12,Toys & Games,Board Game,27.6,2,25,55.2,6.37,41.4,Organic Search,Credit Card,Asia Pacific,Returning,False,1.0,True
ORD104076,CUST03458,2023-04-28,Sports & Outdoors,Resistance Bands,13.06,1,5,13.06,7.31,12.41,Direct,Credit Card,Europe,New,False,3.0,True
ORD115314,CUST02690,2024-04-21,Apparel,Graphic Tee,73.24,2,0,146.48,11.99,146.48,Social Media,Buy Now Pay Later,Middle East & Africa,Returning,False,,False
ORD107279,CUST01725,2024-10-13,Office Supplies,Desk Organizer,40.11,1,0,40.11,8.37,40.11,Email,Debit Card,Latin America,New,False,,False
ORD112999,CUST02879,2024-11-02,Sports & Outdoors,Resistance Bands,52.62,4,5,210.48,3.65,199.96,Paid Search,Credit Card,Asia Pacific,Unknown,False,,False
ORD109564,CUST02040,2024-12-22,Electronics,Smartwatch,64.54,2,0,129.08,5.39,129.08,Direct,Buy Now Pay Later,Asia Pacific,New,False,2.0,True
ORD102595,CUST01039,2024-12-11,Sports & Outdoors,Resistance Bands,79.37,1,25,79.37,8.53,59.53,Paid Search,Debit Card,North America,Returning,False,3.0,True
ORD115568,CUST00470,2024-07-08,Sports & Outdoors,Water Bottle,32.54,1,0,32.54,11.32,32.54,Organic Search,Debit Card,North America,New,False,4.0,True
ORD104456,CUST01752,2024-05-20,Home & Kitchen,Coffee Maker,32.3,1,10,32.3,10.42,29.07,Email,Credit Card,North America,Returning,False,,False
ORD117112,CUST03200,2024-06-09,Electronics,Phone Case,160.89,4,0,643.56,11.93,643.56,Social Media,PayPal,North America,New,False,1.0,True
ORD116269,CUST00971,2024-09-02,Toys & Games,Building Blocks Set,41.1,2,0,82.2,8.59,82.2,Email,Buy Now Pay Later,North America,Returning,False,3.0,True
ORD111282,CUST00651,2024-11-18,Beauty & Personal Care,Perfume,32.4,1,0,32.4,9.95,32.4,Organic Search,PayPal,North America,Returning,False,1.0,True
ORD109039,CUST03656,2024-04-10,Beauty & Personal Care,Perfume,37.94,1,0,37.94,11.99,37.94,Organic Search,Debit Card,North America,Returning,False,,False
ORD105345,CUST01873,2024-03-25,Apparel,Wool Sweater,28.43,1,25,28.43,7.73,21.32,Direct,Credit Card,North America,New,True,3.0,True
ORD111105,CUST03060,2023-09-05,Apparel,Wool Sweater,61.84,2,0,123.68,9.08,123.68,Paid Search,Credit Card,Europe,Returning,False,3.0,True
ORD110335,CUST01927,2024-06-06,Beauty & Personal Care,Perfume,16.93,4,0,67.72,2.61,67.72,Organic Search,Credit Card,North America,New,False,1.0,True
ORD100471,CUST03622,2024-10-09,Toys & Games,Board Game,35.42,1,10,35.42,7.39,31.88,Organic Search,PayPal,North America,New,False,,False
ORD101910,CUST00435,2023-11-13,Apparel,Denim Jacket,64.33,1,0,64.33,6.23,64.33,Organic Search,Debit Card,Europe,VIP,False,1.0,True
ORD114263,CUST03707,2024-10-12,Home & Kitchen,Storage Bins,101.35,4,15,405.4,11.06,344.59,Direct,Credit Card,Asia Pacific,New,False,3.0,True
ORD112424,CUST00965,2023-10-02,Beauty & Personal Care,Hair Dryer,15.34,2,0,30.68,6.56,30.68,Organic Search,Credit Card,North America,VIP,False,,False
ORD116188,CUST04095,2024-11-17,Apparel,Graphic Tee,57.45,1,0,57.45,11.13,57.45,Email,Credit Card,Europe,New,False,3.0,True
ORD112928,CUST03071,2024-11-29,Beauty & Personal Care,Hair Dryer,47.21,1,20,47.21,4.52,37.77,Social Media,Credit Card,Asia Pacific,New,False,5.0,True
ORD107249,CUST01843,2024-09-26,Toys & Games,Puzzle 1000pc,45.27,1,15,45.27,4.94,38.48,Direct,PayPal,Asia Pacific,New,False,,False
ORD105203,CUST02596,2023-12-10,Apparel,Yoga Pants,39.52,1,10,39.52,7.25,35.57,Organic Search,PayPal,North America,Unknown,True,3.0,True
ORD112068,CUST01830,2024-08-15,Apparel,Wool Sweater,80.79,1,15,80.79,6.3,68.67,Social Media,Credit Card,Europe,New,False,2.0,True
ORD101536,CUST01184,2024-11-03,Sports & Outdoors,Water Bottle,113.36,1,25,113.36,11.25,85.02,Referral,Credit Card,North America,New,False,3.0,True
ORD100553,CUST02138,2023-08-06,Toys & Games,Plush Toy,59.39,1,0,59.39,11.64,59.39,Paid Search,Credit Card,Latin America,Returning,False,,False
ORD102317,CUST03617,2023-12-26,Sports & Outdoors,Water Bottle,44.56,4,0,178.24,7.29,178.24,Organic Search,Credit Card,Latin America,New,False,5.0,True
ORD117635,CUST00521,2024-10-16,Toys & Games,Building Blocks Set,34.19,2,0,68.38,9.61,68.38,Paid Search,Gift Card,Europe,Returning,False,5.0,True
ORD114829,CUST00210,2024-03-25,Electronics,Bluetooth Speaker,184.63,1,0,184.63,4.05,184.63,Email,PayPal,Europe,New,False,2.0,True
ORD113006,CUST00338,2024-07-07,Beauty & Personal Care,Hair Dryer,22.55,3,0,67.65,9.3,67.65,Social Media,PayPal,North America,New,False,3.0,True
ORD106563,CUST01140,2023-10-06,Electronics,Laptop Stand,86.2,1,5,86.2,3.83,81.89,Direct,PayPal,Middle East & Africa,VIP,False,,False
ORD114348,CUST04114,2024-10-12,Beauty & Personal Care,Electric Toothbrush,55.54,1,0,55.54,7.25,55.54,Organic Search,Buy Now Pay Later,North America,New,False,5.0,True
ORD111792,CUST02101,2023-12-06,Toys & Games,RC Car,33.9,1,25,33.9,3.73,25.42,Paid Search,Credit Card,Middle East & Africa,Returning,False,,False
ORD115725,CUST01032,2023-07-20,Office Supplies,Ergonomic Chair,59.94,1,15,59.94,7.31,50.95,Referral,Credit Card,Europe,New,False,4.0,True
ORD108207,CUST03575,2023-11-24,Sports & Outdoors,Hiking Backpack,100.27,1,0,100.27,3.28,100.27,Social Media,PayPal,North America,New,False,,False
ORD101169,CUST02032,2024-12-01,Toys & Games,Building Blocks Set,32.68,1,5,32.68,7.48,31.05,Referral,Debit Card,Middle East & Africa,Returning,False,,False
ORD101969,CUST01182,2024-03-25,Sports & Outdoors,Water Bottle,41.04,1,20,41.04,4.79,32.83,Organic Search,PayPal,North America,Returning,False,2.0,True
ORD107810,CUST01237,2023-12-06,Office Supplies,Notebook Set,244.22,4,10,976.88,6.2,879.19,Email,Credit Card,Asia Pacific,Unknown,False,5.0,True
ORD100929,CUST00522,2023-12-14,Beauty & Personal Care,Electric Toothbrush,9.6,2,5,19.2,11.65,18.24,Organic Search,Gift Card,North America,Returning,False,3.0,True
ORD115802,CUST03343,2024-10-18,Home & Kitchen,Coffee Maker,36.54,1,20,36.54,7.19,29.23,Organic Search,Buy Now Pay Later,Asia Pacific,New,False,,False
ORD111728,CUST02756,2024-05-25,Home & Kitchen,Knife Set,93.5,1,30,93.5,7.29,65.45,Referral,Debit Card,Latin America,Returning,False,,False
ORD106363,CUST03918,2024-02-22,Office Supplies,Ergonomic Chair,179.02,1,10,179.02,7.31,161.12,Organic Search,Credit Card,Europe,VIP,False,,False
ORD100623,CUST00380,2023-08-29,Sports & Outdoors,Hiking Backpack,149.67,2,15,299.34,8.38,254.44,Paid Search,PayPal,North America,New,False,1.0,True
